record_id,district,crop,season,growth_stage,crop_age_days,temperature_C,humidity_pct,rainfall_mm,soil_moisture_pct,wind_speed_kmh,prev_disease_history,likely_disease,risk_level
AGR0400,Kota,Soybean,Kharif,Flowering,62,32.7,83.0,37.4,73.6,6.0,0,Bacterial Pustule,Medium
AGR0401,Churu,Wheat,Rabi,Vegetative,31,31.4,82.6,5.9,28.1,24.7,0,None,Low
AGR0402,Pali,Chickpea,Rabi,Flowering,69,10.6,33.1,3.2,16.6,1.6,1,Wilt,Medium
AGR0403,Tonk,Mustard,Rabi,Vegetative,44,30.8,33.2,6.8,15.4,2.9,1,None,Low
AGR0404,Bundi,Soybean,Kharif,Maturity,93,27.9,54.3,33.4,60.4,3.7,1,Bacterial Pustule,Medium
AGR0405,Bharatpur,Mustard,Rabi,Flowering,56,31.0,74.9,0.3,21.9,25.1,0,None,Low
AGR0406,Nagaur,Chickpea,Rabi,Vegetative,49,8.8,43.2,0.8,17.0,9.4,0,None,Low
AGR0407,Bharatpur,Mustard,Rabi,Maturity,93,21.9,73.8,8.4,30.1,19.8,0,None,Low
AGR0408,Bikaner,Wheat,Rabi,Flowering,75,13.1,71.3,5.9,31.8,4.0,0,Powdery Mildew,Medium
AGR0409,Ajmer,Chickpea,Rabi,Flowering,69,13.0,40.0,12.8,22.5,23.7,0,None,Low
AGR0410,Churu,Wheat,Rabi,Vegetative,41,10.1,68.9,16.4,40.5,24.4,1,Powdery Mildew,Medium
AGR0411,Bharatpur,Mustard,Rabi,Seedling,4,14.6,54.8,23.1,49.1,18.5,1,White Rust,Medium
AGR0412,Udaipur,Maize,Kharif,Flowering,49,29.8,56.3,13.1,34.9,16.3,0,None,Low
AGR0413,Udaipur,Maize,Kharif,Maturity,97,36.4,56.0,30.0,53.8,15.4,0,None,Low
AGR0414,Nagaur,Bajra,Kharif,Maturity,76,32.3,83.1,41.9,84.2,9.0,0,Ergot,Medium
AGR0415,Nagaur,Bajra,Kharif,Vegetative,30,39.8,57.7,8.7,32.9,7.5,1,None,Low
AGR0416,Tonk,Mustard,Rabi,Maturity,96,11.2,42.7,2.7,20.3,23.0,0,None,Low
AGR0417,Churu,Wheat,Rabi,Flowering,57,11.8,71.1,1.2,26.1,26.6,1,Powdery Mildew,Medium
AGR0418,Dausa,Mustard,Rabi,Seedling,16,27.2,30.4,19.1,36.0,14.4,0,None,Low
AGR0419,Jaisalmer,Bajra,Kharif,Flowering,49,37.6,75.1,32.1,69.3,22.0,0,Ergot,Medium
AGR0420,Baran,Soybean,Kharif,Maturity,92,30.1,50.1,42.5,63.9,10.7,1,Bacterial Pustule,Medium
AGR0421,Bundi,Soybean,Kharif,Maturity,99,31.9,50.4,24.6,49.7,27.6,0,None,Low
AGR0422,Jhalawar,Soybean,Kharif,Flowering,66,27.6,69.0,34.4,63.8,22.8,0,Bacterial Pustule,Medium
AGR0423,Sriganganagar,Wheat,Rabi,Seedling,19,19.3,47.0,23.4,40.3,19.0,1,Powdery Mildew,Medium
AGR0424,Tonk,Mustard,Rabi,Maturity,86,11.2,33.8,12.1,24.2,6.2,0,None,Low
AGR0425,Hanumangarh,Wheat,Rabi,Vegetative,44,14.9,78.3,2.2,27.2,20.0,0,Powdery Mildew,Medium
AGR0426,Alwar,Mustard,Rabi,Vegetative,31,15.3,71.8,18.1,39.0,0.2,0,White Rust,Medium
AGR0427,Alwar,Mustard,Rabi,Maturity,92,21.7,37.7,21.7,41.7,24.4,0,None,Low
AGR0428,Ajmer,Chickpea,Rabi,Maturity,94,19.3,54.4,7.6,24.9,20.1,1,None,Low
AGR0429,Dausa,Mustard,Rabi,Flowering,73,17.7,44.7,10.8,26.8,2.6,1,White Rust,Medium
AGR0430,Sriganganagar,Wheat,Rabi,Maturity,84,28.2,30.7,16.1,35.3,5.1,1,Powdery Mildew,Medium
AGR0431,Churu,Wheat,Rabi,Maturity,115,14.3,65.0,24.8,49.9,21.8,0,None,Low
AGR0432,Baran,Soybean,Kharif,Vegetative,29,26.5,58.4,43.3,77.2,12.4,0,Bacterial Pustule,Medium
AGR0433,Jodhpur,Bajra,Kharif,Seedling,12,24.7,91.4,40.8,73.8,27.5,0,Ergot,Medium
AGR0434,Sriganganagar,Wheat,Rabi,Vegetative,37,32.6,76.8,1.3,19.1,2.9,1,Powdery Mildew,Medium
AGR0435,Bikaner,Wheat,Rabi,Vegetative,28,23.4,59.2,11.4,30.0,11.1,0,None,Low
AGR0436,Jaisalmer,Bajra,Kharif,Seedling,5,30.6,77.3,0.1,10.0,7.3,1,None,Low
AGR0437,Hanumangarh,Wheat,Rabi,Vegetative,25,22.0,69.7,4.4,30.7,15.3,1,Powdery Mildew,Medium
AGR0438,Kota,Soybean,Kharif,Flowering,64,36.3,71.3,1.4,17.9,12.6,0,None,Low
AGR0439,Jodhpur,Bajra,Kharif,Vegetative,38,27.9,94.6,6.2,32.7,18.3,0,Ergot,Medium
AGR0440,Bikaner,Wheat,Rabi,Seedling,10,9.4,54.5,13.8,36.5,8.3,0,None,Low
AGR0441,Sriganganagar,Wheat,Rabi,Maturity,90,20.3,39.0,7.6,21.4,17.4,1,None,Low
AGR0442,Udaipur,Maize,Kharif,Seedling,20,28.0,93.2,31.4,63.4,12.3,0,Turcicum Blight,High
AGR0443,Bharatpur,Mustard,Rabi,Vegetative,22,9.0,57.5,19.1,30.0,7.4,1,None,Low
AGR0444,Dausa,Mustard,Rabi,Vegetative,23,29.8,43.8,20.6,44.4,2.4,0,None,Low
AGR0445,Baran,Soybean,Kharif,Vegetative,45,39.3,74.0,14.8,43.6,7.4,1,None,Low
AGR0446,Sikar,Chickpea,Rabi,Flowering,53,19.7,84.9,5.5,42.3,2.9,0,Wilt,Medium
AGR0447,Dungarpur,Maize,Kharif,Maturity,78,33.7,73.5,26.2,50.5,18.7,0,None,Low
AGR0448,Bundi,Soybean,Kharif,Maturity,88,27.3,93.7,21.8,47.0,3.6,1,Rust,High
AGR0449,Bharatpur,Mustard,Rabi,Vegetative,27,28.0,65.4,7.9,34.1,17.4,1,White Rust,Medium
AGR0450,Hanumangarh,Wheat,Rabi,Seedling,3,13.9,54.5,22.5,42.4,3.7,0,None,Low
AGR0451,Bundi,Soybean,Kharif,Maturity,81,29.7,89.4,48.5,88.2,12.7,1,Rust,High
AGR0452,Jaisalmer,Bajra,Kharif,Seedling,12,32.1,77.5,46.6,87.3,24.0,1,Ergot,Medium
AGR0453,Dausa,Mustard,Rabi,Flowering,50,12.6,54.0,11.6,32.1,22.1,0,None,Low
AGR0454,Pali,Chickpea,Rabi,Maturity,89,24.3,66.0,25.0,50.6,2.1,0,Wilt,Medium
AGR0455,Hanumangarh,Wheat,Rabi,Flowering,54,14.0,52.4,8.7,27.3,0.6,1,Powdery Mildew,Medium
AGR0456,Bharatpur,Mustard,Rabi,Flowering,53,10.5,67.5,22.0,38.5,14.4,0,White Rust,Medium
AGR0457,Hanumangarh,Wheat,Rabi,Vegetative,22,22.6,44.0,19.2,41.8,21.1,0,None,Low
AGR0458,Bharatpur,Mustard,Rabi,Seedling,3,23.9,41.7,2.4,21.3,1.8,1,None,Low
AGR0459,Sriganganagar,Wheat,Rabi,Vegetative,26,24.0,75.4,21.5,51.1,13.0,0,Powdery Mildew,Medium
AGR0460,Bikaner,Wheat,Rabi,Vegetative,28,29.2,82.1,6.9,25.3,11.1,0,None,Low
AGR0461,Bikaner,Wheat,Rabi,Seedling,12,33.1,48.6,22.8,41.3,27.5,1,None,Low
AGR0462,Nagaur,Bajra,Kharif,Maturity,67,35.2,89.2,37.5,79.0,19.6,0,Ergot,Medium
AGR0463,Jaisalmer,Bajra,Kharif,Seedling,2,28.1,52.7,17.2,33.6,18.7,1,None,Low
AGR0464,Jaisalmer,Bajra,Kharif,Flowering,56,24.1,50.6,7.0,29.5,20.0,1,Ergot,Medium
AGR0465,Dungarpur,Maize,Kharif,Flowering,62,41.5,97.2,24.7,59.1,24.3,0,Common Rust,Medium
AGR0466,Dausa,Mustard,Rabi,Flowering,55,27.9,57.6,14.3,38.0,3.8,0,White Rust,Medium
AGR0467,Churu,Wheat,Rabi,Vegetative,26,33.3,49.4,11.2,26.2,18.8,0,None,Low
AGR0468,Pali,Chickpea,Rabi,Seedling,1,17.0,44.0,15.8,32.6,0.7,0,None,Low
AGR0469,Churu,Wheat,Rabi,Flowering,74,27.5,58.3,15.1,37.8,17.7,1,Powdery Mildew,Medium
AGR0470,Rajsamand,Maize,Kharif,Vegetative,22,32.5,78.0,34.2,59.0,21.1,0,Common Rust,Medium
AGR0471,Churu,Wheat,Rabi,Vegetative,28,27.6,77.8,4.7,30.3,11.2,0,Powdery Mildew,Medium
AGR0472,Dungarpur,Maize,Kharif,Vegetative,44,41.0,69.0,6.2,14.7,14.7,0,None,Low
AGR0473,Sriganganagar,Wheat,Rabi,Vegetative,47,11.0,41.2,25.0,39.4,15.2,0,Powdery Mildew,Medium
AGR0474,Sikar,Chickpea,Rabi,Seedling,6,15.7,84.7,24.2,57.2,12.3,0,Wilt,Medium
AGR0475,Tonk,Mustard,Rabi,Flowering,46,15.0,76.1,17.9,49.9,19.2,0,White Rust,Medium
AGR0476,Dungarpur,Maize,Kharif,Flowering,66,39.9,83.1,14.2,44.3,19.4,0,None,Low
AGR0477,Hanumangarh,Wheat,Rabi,Seedling,18,16.3,71.8,15.5,33.2,2.2,0,Powdery Mildew,Medium
AGR0478,Nagaur,Bajra,Kharif,Vegetative,40,32.3,66.5,16.4,44.8,16.9,0,None,Low
AGR0479,Rajsamand,Maize,Kharif,Flowering,62,28.4,87.3,3.5,24.7,18.5,0,Common Rust,Medium
AGR0480,Tonk,Mustard,Rabi,Flowering,75,29.8,67.0,12.4,38.1,26.6,1,White Rust,Medium
AGR0481,Barmer,Bajra,Kharif,Flowering,44,28.0,50.9,21.6,35.7,0.9,0,Ergot,Medium
AGR0482,Jodhpur,Bajra,Kharif,Flowering,60,41.1,60.1,39.4,61.4,21.7,0,None,Low
AGR0483,Bharatpur,Mustard,Rabi,Flowering,63,13.9,64.2,1.2,15.9,13.5,0,None,Low
AGR0484,Jaisalmer,Bajra,Kharif,Vegetative,29,22.3,94.2,48.8,87.5,6.2,0,Downy Mildew,High
AGR0485,Nagaur,Bajra,Kharif,Maturity,89,26.2,86.2,12.7,40.1,25.1,0,Ergot,Medium
AGR0486,Ajmer,Chickpea,Rabi,Vegetative,50,23.5,49.3,20.8,42.3,13.8,1,Wilt,Medium
AGR0487,Churu,Wheat,Rabi,Flowering,63,32.6,81.0,4.1,29.1,0.1,0,Powdery Mildew,Medium
AGR0488,Hanumangarh,Wheat,Rabi,Maturity,88,34.6,79.8,1.4,18.0,23.3,1,None,Low
AGR0489,Udaipur,Maize,Kharif,Vegetative,43,31.2,62.4,43.9,72.8,5.5,0,None,Low
AGR0490,Nagaur,Chickpea,Rabi,Vegetative,22,33.6,41.3,15.3,21.9,6.2,0,None,Low
AGR0491,Alwar,Mustard,Rabi,Seedling,1,22.7,67.6,4.8,21.6,14.6,0,None,Low
AGR0492,Jaisalmer,Bajra,Kharif,Flowering,49,31.4,53.4,40.9,63.3,9.4,0,Ergot,Medium
AGR0493,Hanumangarh,Wheat,Rabi,Flowering,65,23.5,58.3,12.8,30.7,3.0,0,Powdery Mildew,Medium
AGR0494,Sriganganagar,Wheat,Rabi,Seedling,16,19.4,54.9,18.3,30.2,23.5,0,None,Low
AGR0495,Dausa,Mustard,Rabi,Flowering,71,22.7,34.8,5.9,24.4,4.6,0,White Rust,Medium
AGR0496,Dausa,Mustard,Rabi,Flowering,67,11.4,50.1,5.7,30.1,6.1,0,None,Low
AGR0497,Barmer,Bajra,Kharif,Flowering,63,23.1,50.8,5.1,32.6,4.8,0,Ergot,Medium
AGR0498,Bikaner,Wheat,Rabi,Flowering,58,19.6,58.1,3.5,27.4,11.9,0,None,Low
AGR0499,Dungarpur,Maize,Kharif,Seedling,4,28.8,58.8,0.3,16.0,13.1,0,None,Low
AGR0500,Dungarpur,Maize,Kharif,Maturity,99,35.7,60.9,6.6,24.1,24.8,1,None,Low
AGR0501,Barmer,Bajra,Kharif,Maturity,90,27.5,60.7,42.9,67.4,22.9,1,Ergot,Medium
AGR0502,Alwar,Mustard,Rabi,Vegetative,39,20.1,56.9,5.4,33.5,2.2,0,None,Low
AGR0503,Bharatpur,Mustard,Rabi,Flowering,47,23.5,35.4,11.2,23.5,26.3,0,None,Low
AGR0504,Baran,Soybean,Kharif,Vegetative,24,41.1,61.5,31.2,62.2,13.3,0,None,Low
AGR0505,Nagaur,Bajra,Kharif,Maturity,84,39.5,63.0,0.2,25.1,4.6,1,None,Low
AGR0506,Bikaner,Wheat,Rabi,Vegetative,37,17.4,47.4,19.8,38.9,19.1,0,None,Low
AGR0507,Sikar,Chickpea,Rabi,Vegetative,44,16.1,55.2,2.4,12.2,25.1,1,None,Low
AGR0508,Kota,Soybean,Kharif,Maturity,85,40.7,97.0,43.4,80.7,4.9,0,Bacterial Pustule,Medium
AGR0509,Sikar,Chickpea,Rabi,Seedling,0,9.2,61.9,22.8,46.7,5.0,0,None,Low
AGR0510,Jaisalmer,Bajra,Kharif,Maturity,90,22.1,88.7,3.8,37.6,11.6,0,Ergot,Medium
AGR0511,Nagaur,Bajra,Kharif,Flowering,50,35.6,61.4,4.2,23.6,21.6,0,None,Low
AGR0512,Bharatpur,Mustard,Rabi,Seedling,20,25.0,84.4,8.6,29.6,1.7,1,White Rust,Medium
AGR0513,Pali,Chickpea,Rabi,Flowering,63,27.8,58.7,5.3,28.9,21.9,0,None,Low
AGR0514,Sikar,Chickpea,Rabi,Vegetative,44,13.5,44.3,2.3,14.9,11.2,0,None,Low
AGR0515,Sriganganagar,Wheat,Rabi,Flowering,67,19.3,58.3,17.7,26.0,25.4,0,Powdery Mildew,Medium
AGR0516,Sriganganagar,Wheat,Rabi,Flowering,75,11.7,33.0,0.5,12.1,4.0,0,None,Low
AGR0517,Dausa,Mustard,Rabi,Vegetative,41,25.8,70.0,19.7,47.1,6.8,0,White Rust,Medium
AGR0518,Jhalawar,Soybean,Kharif,Flowering,69,28.1,73.2,3.2,21.6,17.1,0,None,Low
AGR0519,Banswara,Maize,Kharif,Flowering,55,41.7,67.3,37.6,64.3,14.0,0,None,Low
AGR0520,Hanumangarh,Wheat,Rabi,Seedling,15,11.5,62.0,7.5,30.9,1.0,0,None,Low
AGR0521,Jodhpur,Bajra,Kharif,Vegetative,24,34.7,91.2,17.2,49.7,10.9,1,Ergot,Medium
AGR0522,Tonk,Mustard,Rabi,Flowering,61,32.1,74.7,17.9,36.1,7.0,0,None,Low
AGR0523,Udaipur,Maize,Kharif,Vegetative,34,40.2,57.4,31.3,61.0,0.8,0,None,Low
AGR0524,Kota,Soybean,Kharif,Flowering,59,34.9,63.3,22.5,54.5,9.7,0,None,Low
AGR0525,Baran,Soybean,Kharif,Seedling,8,25.5,79.9,44.1,74.3,26.9,1,Rust,High
AGR0526,Alwar,Mustard,Rabi,Vegetative,25,13.2,69.5,16.6,31.2,9.6,0,White Rust,Medium
AGR0527,Tonk,Mustard,Rabi,Maturity,106,8.5,67.9,23.6,52.5,17.7,0,None,Low
AGR0528,Hanumangarh,Wheat,Rabi,Flowering,59,19.8,58.9,5.0,20.3,21.0,1,Powdery Mildew,Medium
AGR0529,Hanumangarh,Wheat,Rabi,Flowering,61,28.2,38.0,21.9,40.4,7.5,0,None,Low
AGR0530,Sikar,Chickpea,Rabi,Flowering,72,34.5,51.1,4.4,31.6,9.8,1,None,Low
AGR0531,Baran,Soybean,Kharif,Vegetative,33,30.8,53.3,28.9,42.9,16.7,0,None,Low
AGR0532,Rajsamand,Maize,Kharif,Flowering,58,36.8,51.4,27.1,44.0,1.5,0,None,Low
AGR0533,Udaipur,Maize,Kharif,Vegetative,44,36.0,52.7,45.6,69.6,19.7,1,Common Rust,Medium
AGR0534,Jodhpur,Bajra,Kharif,Maturity,69,32.1,71.2,6.5,35.6,8.1,1,Ergot,Medium
AGR0535,Kota,Soybean,Kharif,Flowering,78,39.4,93.4,0.0,45.8,16.6,0,None,Low
AGR0536,Ajmer,Chickpea,Rabi,Maturity,92,27.4,64.0,2.0,22.8,6.1,1,None,Low
AGR0537,Bundi,Soybean,Kharif,Vegetative,28,27.0,89.9,23.2,46.6,13.6,0,Bacterial Pustule,Medium
AGR0538,Sriganganagar,Wheat,Rabi,Flowering,51,33.2,65.0,22.5,44.8,12.8,1,Powdery Mildew,Medium
AGR0539,Bharatpur,Mustard,Rabi,Maturity,110,12.0,81.1,11.5,34.3,5.1,0,White Rust,Medium
AGR0540,Sriganganagar,Wheat,Rabi,Flowering,67,16.2,32.8,11.7,27.5,23.9,0,None,Low
AGR0541,Udaipur,Maize,Kharif,Seedling,9,40.7,94.8,6.3,37.9,10.7,1,None,Low
AGR0542,Jaisalmer,Bajra,Kharif,Flowering,55,22.6,91.0,17.9,43.6,17.7,1,Downy Mildew,High
AGR0543,Sriganganagar,Wheat,Rabi,Maturity,93,27.3,53.6,7.7,21.2,26.9,0,None,Low
AGR0544,Jaisalmer,Bajra,Kharif,Vegetative,39,41.3,63.9,24.0,46.2,27.2,0,None,Low
AGR0545,Nagaur,Bajra,Kharif,Maturity,82,22.1,69.8,5.0,25.7,14.3,0,None,Low
AGR0546,Alwar,Mustard,Rabi,Seedling,9,8.7,52.4,5.5,22.1,14.9,0,None,Low
AGR0547,Sriganganagar,Wheat,Rabi,Seedling,2,34.9,74.0,21.1,47.8,17.8,0,None,Low
AGR0548,Barmer,Bajra,Kharif,Vegetative,32,22.8,59.9,46.3,79.7,10.3,0,Ergot,Medium
AGR0549,Alwar,Mustard,Rabi,Maturity,99,10.8,68.6,7.5,27.6,7.5,0,None,Low
AGR0550,Bundi,Soybean,Kharif,Flowering,75,42.0,91.2,20.4,49.1,27.4,1,Bacterial Pustule,Medium
AGR0551,Alwar,Mustard,Rabi,Maturity,101,25.6,70.8,0.8,15.5,3.4,0,None,Low
AGR0552,Nagaur,Chickpea,Rabi,Flowering,70,25.1,79.4,15.6,41.4,3.8,0,Wilt,Medium
AGR0553,Barmer,Bajra,Kharif,Flowering,56,24.3,90.5,7.0,36.8,14.6,0,Ergot,Medium
AGR0554,Barmer,Bajra,Kharif,Flowering,48,22.7,53.9,33.6,47.9,19.3,0,Ergot,Medium
AGR0555,Pali,Chickpea,Rabi,Seedling,11,17.2,41.9,20.3,35.2,6.1,0,None,Low
AGR0556,Bharatpur,Mustard,Rabi,Seedling,20,22.6,83.3,3.7,35.2,26.3,0,White Rust,Medium
AGR0557,Sriganganagar,Wheat,Rabi,Seedling,14,12.9,61.2,9.4,32.9,27.0,1,None,Low
AGR0558,Bikaner,Wheat,Rabi,Maturity,114,15.4,52.0,24.6,47.0,15.0,1,Powdery Mildew,Medium
AGR0559,Jhalawar,Soybean,Kharif,Vegetative,27,32.1,62.4,35.1,63.9,0.4,1,Bacterial Pustule,Medium
AGR0560,Jodhpur,Bajra,Kharif,Seedling,4,23.0,78.8,17.1,41.3,26.7,1,Ergot,Medium
AGR0561,Jaisalmer,Bajra,Kharif,Vegetative,38,40.1,84.3,40.9,70.8,18.7,1,Ergot,Medium
AGR0562,Sriganganagar,Wheat,Rabi,Flowering,70,11.4,72.1,5.3,34.3,9.1,1,Powdery Mildew,Medium
AGR0563,Churu,Wheat,Rabi,Flowering,62,30.1,59.5,21.5,47.8,6.0,0,None,Low
AGR0564,Hanumangarh,Wheat,Rabi,Seedling,10,24.4,34.6,16.1,26.0,21.4,0,None,Low
AGR0565,Alwar,Mustard,Rabi,Flowering,58,23.8,44.6,0.8,10.0,3.3,0,None,Low
AGR0566,Jaisalmer,Bajra,Kharif,Maturity,80,34.4,94.9,10.3,37.2,20.6,0,Ergot,Medium
AGR0567,Bharatpur,Mustard,Rabi,Flowering,56,31.4,58.6,16.7,40.3,22.8,0,None,Low
AGR0568,Bharatpur,Mustard,Rabi,Maturity,98,15.0,46.3,0.0,10.6,27.0,0,None,Low
AGR0569,Nagaur,Chickpea,Rabi,Flowering,58,32.8,72.1,2.0,25.7,12.5,1,None,Low
AGR0570,Bharatpur,Mustard,Rabi,Vegetative,24,10.8,30.9,15.4,34.8,26.9,0,None,Low
AGR0571,Tonk,Mustard,Rabi,Maturity,104,32.4,68.3,2.4,22.9,7.7,0,None,Low
AGR0572,Baran,Soybean,Kharif,Vegetative,22,28.4,86.6,40.1,75.3,10.8,1,Rust,High
AGR0573,Dausa,Mustard,Rabi,Flowering,58,19.3,32.4,7.2,21.8,12.6,0,None,Low
AGR0574,Jaisalmer,Bajra,Kharif,Flowering,63,24.3,71.8,42.7,67.4,16.3,0,Ergot,Medium
AGR0575,Ajmer,Chickpea,Rabi,Flowering,54,10.1,40.5,11.9,22.6,10.1,0,None,Low
AGR0576,Nagaur,Chickpea,Rabi,Maturity,89,17.7,59.1,14.6,38.9,22.3,1,None,Low
AGR0577,Churu,Wheat,Rabi,Vegetative,44,17.2,74.3,8.5,32.7,1.6,0,Powdery Mildew,Medium
AGR0578,Ajmer,Chickpea,Rabi,Maturity,98,23.0,62.3,23.4,47.4,20.3,0,None,Low
AGR0579,Bharatpur,Mustard,Rabi,Flowering,73,32.8,80.0,15.1,42.3,14.8,0,White Rust,Medium
AGR0580,Sriganganagar,Wheat,Rabi,Flowering,67,23.1,83.8,19.3,53.2,3.0,0,Powdery Mildew,Medium
AGR0581,Bharatpur,Mustard,Rabi,Vegetative,32,29.0,39.4,11.2,27.4,5.9,0,None,Low
AGR0582,Banswara,Maize,Kharif,Flowering,70,35.8,92.1,14.5,47.3,2.3,1,Common Rust,Medium
AGR0583,Bharatpur,Mustard,Rabi,Flowering,55,16.1,67.0,8.2,36.1,7.8,1,White Rust,Medium
AGR0584,Dausa,Mustard,Rabi,Vegetative,39,13.0,57.4,6.9,33.5,20.5,1,White Rust,Medium
AGR0585,Nagaur,Bajra,Kharif,Seedling,4,23.5,81.9,11.9,50.1,13.7,1,Ergot,Medium
AGR0586,Hanumangarh,Wheat,Rabi,Flowering,54,15.7,69.8,23.6,46.4,25.7,0,Powdery Mildew,Medium
AGR0587,Hanumangarh,Wheat,Rabi,Vegetative,48,23.8,55.4,20.5,53.6,19.1,1,Powdery Mildew,Medium
AGR0588,Bikaner,Wheat,Rabi,Flowering,51,13.0,75.2,10.7,29.9,5.3,0,Powdery Mildew,Medium
AGR0589,Bikaner,Wheat,Rabi,Vegetative,40,15.6,44.7,13.0,38.7,6.6,1,Powdery Mildew,Medium
AGR0590,Churu,Wheat,Rabi,Vegetative,42,11.3,36.8,14.6,25.4,20.6,0,None,Low
AGR0591,Hanumangarh,Wheat,Rabi,Flowering,65,16.7,31.9,3.2,13.1,25.6,0,None,Low
AGR0592,Barmer,Bajra,Kharif,Seedling,13,31.9,71.8,1.9,23.9,20.4,0,None,Low
AGR0593,Hanumangarh,Wheat,Rabi,Seedling,16,22.3,41.1,2.8,11.4,10.7,0,None,Low
AGR0594,Alwar,Mustard,Rabi,Maturity,95,30.6,77.6,15.1,41.8,20.4,0,None,Low
AGR0595,Pali,Chickpea,Rabi,Flowering,61,11.1,62.3,16.7,34.7,5.6,1,Wilt,Medium
AGR0596,Bharatpur,Mustard,Rabi,Seedling,0,31.8,40.7,7.8,15.4,17.4,0,None,Low
AGR0597,Jaisalmer,Bajra,Kharif,Maturity,67,34.8,83.6,5.6,31.6,23.8,0,Ergot,Medium
AGR0598,Sriganganagar,Wheat,Rabi,Vegetative,49,22.4,55.9,24.5,54.1,20.7,1,Powdery Mildew,Medium
AGR0599,Hanumangarh,Wheat,Rabi,Maturity,85,11.2,71.6,2.4,23.1,0.8,0,Powdery Mildew,Medium
