record_id,district,crop,season,growth_stage,crop_age_days,temperature_C,humidity_pct,rainfall_mm,soil_moisture_pct,wind_speed_kmh,prev_disease_history,likely_disease,risk_level
AGR0999,Banswara,Maize,Kharif,Maturity,81,41.8,68.1,22.2,50.5,1.3,0,None,Low
AGR1000,Tonk,Mustard,Rabi,Seedling,2,8.4,80.7,3.2,26.2,12.5,0,None,Low
AGR1001,Churu,Wheat,Rabi,Flowering,71,30.0,78.9,13.0,30.3,15.8,1,Powdery Mildew,Medium
AGR1002,Tonk,Mustard,Rabi,Vegetative,39,26.1,82.9,15.1,43.1,15.7,0,White Rust,Medium
AGR1003,Sikar,Chickpea,Rabi,Flowering,79,8.4,34.5,14.4,34.2,26.2,0,None,Low
AGR1004,Nagaur,Bajra,Kharif,Flowering,59,39.3,97.2,26.4,65.3,22.1,0,Ergot,Medium
AGR1005,Kota,Soybean,Kharif,Vegetative,30,38.8,81.1,16.9,44.2,13.2,0,None,Low
AGR1006,Jaisalmer,Bajra,Kharif,Seedling,8,39.2,64.3,46.2,80.4,6.4,0,None,Low
AGR1007,Barmer,Bajra,Kharif,Vegetative,34,37.0,80.3,37.5,70.1,12.2,0,Ergot,Medium
AGR1008,Bundi,Soybean,Kharif,Maturity,91,40.7,80.4,14.4,46.3,17.9,0,None,Low
AGR1009,Hanumangarh,Wheat,Rabi,Maturity,108,15.7,46.1,10.0,17.5,23.9,0,None,Low
AGR1010,Bharatpur,Mustard,Rabi,Flowering,72,21.5,67.3,9.8,25.7,7.4,1,White Rust,Medium
AGR1011,Churu,Wheat,Rabi,Flowering,71,33.8,63.2,23.3,50.6,5.7,0,None,Low
AGR1012,Rajsamand,Maize,Kharif,Maturity,74,24.9,91.1,34.0,75.8,5.2,1,Turcicum Blight,High
AGR1013,Pali,Chickpea,Rabi,Maturity,90,15.3,74.0,11.3,37.8,18.8,1,Wilt,Medium
AGR1014,Churu,Wheat,Rabi,Flowering,75,16.6,51.0,24.8,42.6,6.9,1,Powdery Mildew,Medium
AGR1015,Jodhpur,Bajra,Kharif,Flowering,51,32.1,90.5,12.0,37.3,11.6,1,Ergot,Medium
AGR1016,Nagaur,Chickpea,Rabi,Maturity,107,24.6,56.5,11.5,29.2,10.2,0,None,Low
AGR1017,Hanumangarh,Wheat,Rabi,Flowering,68,23.8,64.3,16.3,44.9,2.0,0,Powdery Mildew,Medium
AGR1018,Barmer,Bajra,Kharif,Seedling,10,34.6,95.8,27.0,59.4,20.0,0,Ergot,Medium
AGR1019,Sikar,Chickpea,Rabi,Vegetative,25,23.0,77.0,23.2,56.2,5.2,1,Ascochyta Blight,High
AGR1020,Bikaner,Wheat,Rabi,Seedling,8,19.8,51.6,10.1,30.9,3.5,0,None,Low
AGR1021,Jaisalmer,Bajra,Kharif,Seedling,5,38.3,51.7,26.4,55.8,18.5,0,None,Low
AGR1022,Bikaner,Wheat,Rabi,Vegetative,27,13.6,79.8,21.0,50.1,13.2,0,Powdery Mildew,Medium
AGR1023,Nagaur,Chickpea,Rabi,Flowering,65,19.1,43.0,18.2,34.5,3.7,1,Wilt,Medium
AGR1024,Udaipur,Maize,Kharif,Vegetative,42,35.6,90.4,11.4,46.3,24.3,0,None,Low
AGR1025,Nagaur,Chickpea,Rabi,Flowering,65,8.9,80.2,3.0,23.0,18.1,0,None,Low
AGR1026,Alwar,Mustard,Rabi,Flowering,59,14.8,76.0,12.8,35.9,3.8,0,White Rust,Medium
AGR1027,Pali,Chickpea,Rabi,Vegetative,40,23.4,52.4,16.5,27.1,24.7,1,Wilt,Medium
AGR1028,Kota,Soybean,Kharif,Flowering,51,30.2,63.9,0.7,13.7,16.1,0,None,Low
AGR1029,Alwar,Mustard,Rabi,Flowering,56,18.9,50.6,4.6,30.3,12.0,0,None,Low
AGR1030,Baran,Soybean,Kharif,Flowering,58,41.7,64.3,30.0,58.8,21.7,0,None,Low
AGR1031,Bikaner,Wheat,Rabi,Maturity,110,28.2,48.1,15.3,25.9,24.4,0,None,Low
AGR1032,Barmer,Bajra,Kharif,Maturity,89,22.3,70.9,11.2,40.7,10.9,1,Ergot,Medium
AGR1033,Sriganganagar,Wheat,Rabi,Maturity,93,19.2,71.1,2.3,20.6,14.4,0,None,Low
AGR1034,Bikaner,Wheat,Rabi,Vegetative,25,23.2,57.2,18.3,42.3,10.7,0,None,Low
AGR1035,Churu,Wheat,Rabi,Maturity,82,33.5,56.5,14.3,37.2,23.1,1,None,Low
AGR1036,Jaisalmer,Bajra,Kharif,Maturity,76,27.5,53.6,35.4,66.9,13.5,1,Ergot,Medium
AGR1037,Bharatpur,Mustard,Rabi,Flowering,53,32.2,84.0,10.0,34.5,11.6,0,White Rust,Medium
AGR1038,Jaisalmer,Bajra,Kharif,Flowering,60,30.2,65.6,39.1,62.9,21.3,0,Ergot,Medium
AGR1039,Bikaner,Wheat,Rabi,Seedling,7,20.9,32.5,7.7,10.0,8.2,1,None,Low
AGR1040,Bharatpur,Mustard,Rabi,Vegetative,37,29.9,34.8,20.1,34.0,18.7,0,None,Low
AGR1041,Dausa,Mustard,Rabi,Flowering,65,27.8,53.8,17.0,40.2,17.1,1,White Rust,Medium
AGR1042,Kota,Soybean,Kharif,Vegetative,34,37.4,71.4,23.6,54.0,18.0,1,None,Low
AGR1043,Bharatpur,Mustard,Rabi,Flowering,52,10.9,54.0,24.3,51.6,1.1,0,White Rust,Medium
AGR1044,Nagaur,Bajra,Kharif,Flowering,55,28.3,65.1,31.7,59.0,3.0,1,Ergot,Medium
AGR1045,Pali,Chickpea,Rabi,Flowering,77,25.0,35.2,2.4,16.0,20.4,0,None,Low
AGR1046,Barmer,Bajra,Kharif,Flowering,64,28.5,96.9,1.9,31.7,12.5,0,Ergot,Medium
AGR1047,Bikaner,Wheat,Rabi,Maturity,89,11.1,49.3,25.0,48.3,24.9,0,None,Low
AGR1048,Bikaner,Wheat,Rabi,Maturity,100,9.3,61.0,16.2,33.1,5.9,1,None,Low
AGR1049,Sikar,Chickpea,Rabi,Vegetative,37,11.9,79.7,24.2,45.9,27.8,0,Wilt,Medium
AGR1050,Churu,Wheat,Rabi,Flowering,73,29.3,66.5,8.6,26.1,4.8,0,None,Low
AGR1051,Sikar,Chickpea,Rabi,Flowering,65,10.1,68.1,19.6,45.0,23.1,1,Wilt,Medium
AGR1052,Bharatpur,Mustard,Rabi,Maturity,105,32.7,78.4,25.0,47.0,6.8,0,None,Low
AGR1053,Sikar,Chickpea,Rabi,Seedling,6,28.6,62.3,6.5,23.3,27.5,0,None,Low
AGR1054,Bundi,Soybean,Kharif,Vegetative,32,40.0,56.2,1.3,15.4,19.3,1,None,Low
AGR1055,Rajsamand,Maize,Kharif,Maturity,80,34.1,94.9,11.7,46.4,2.4,1,Common Rust,Medium
AGR1056,Tonk,Mustard,Rabi,Maturity,94,15.0,31.0,0.9,13.7,25.6,1,None,Low
AGR1057,Kota,Soybean,Kharif,Flowering,52,29.0,69.7,0.9,22.3,7.6,1,None,Low
AGR1058,Bharatpur,Mustard,Rabi,Seedling,11,29.7,63.9,18.8,44.0,12.5,0,None,Low
AGR1059,Dausa,Mustard,Rabi,Vegetative,40,16.4,56.6,8.1,29.1,23.5,0,None,Low
AGR1060,Nagaur,Bajra,Kharif,Seedling,7,28.0,81.7,6.8,30.9,19.2,0,Ergot,Medium
AGR1061,Sikar,Chickpea,Rabi,Seedling,19,32.7,63.5,14.0,33.1,26.9,1,None,Low
AGR1062,Udaipur,Maize,Kharif,Vegetative,40,34.5,62.5,14.6,44.0,19.7,0,None,Low
AGR1063,Bundi,Soybean,Kharif,Maturity,110,36.7,64.6,17.3,27.7,27.7,1,None,Low
AGR1064,Tonk,Mustard,Rabi,Vegetative,28,10.8,52.3,1.6,13.9,23.0,0,None,Low
AGR1065,Tonk,Mustard,Rabi,Vegetative,44,10.5,67.1,1.4,20.8,18.8,0,None,Low
AGR1066,Barmer,Bajra,Kharif,Vegetative,26,38.9,69.1,26.1,54.8,11.2,0,None,Low
AGR1067,Bikaner,Wheat,Rabi,Vegetative,28,16.1,74.2,6.8,36.1,20.2,0,None,Low
AGR1068,Hanumangarh,Wheat,Rabi,Vegetative,44,13.6,43.7,8.4,32.5,16.5,0,None,Low
AGR1069,Dausa,Mustard,Rabi,Seedling,6,20.3,71.0,5.3,27.2,0.3,0,None,Low
AGR1070,Sriganganagar,Wheat,Rabi,Vegetative,24,29.0,75.2,1.5,24.2,17.1,0,None,Low
AGR1071,Churu,Wheat,Rabi,Flowering,54,18.2,73.7,21.9,50.2,23.8,0,Powdery Mildew,Medium
AGR1072,Bikaner,Wheat,Rabi,Vegetative,42,29.0,44.8,20.3,35.1,14.9,1,None,Low
AGR1073,Hanumangarh,Wheat,Rabi,Maturity,98,9.4,55.1,23.6,38.9,24.9,1,None,Low
AGR1074,Churu,Wheat,Rabi,Vegetative,44,10.8,70.9,20.1,44.9,7.6,0,Powdery Mildew,Medium
AGR1075,Udaipur,Maize,Kharif,Vegetative,43,31.4,84.1,22.0,55.4,3.2,1,Common Rust,Medium
AGR1076,Dausa,Mustard,Rabi,Seedling,10,27.1,80.1,16.3,42.4,21.7,0,White Rust,Medium
AGR1077,Dausa,Mustard,Rabi,Flowering,75,17.7,40.1,16.1,33.4,9.2,0,White Rust,Medium
AGR1078,Jaisalmer,Bajra,Kharif,Seedling,5,39.2,55.9,21.7,33.5,11.1,0,None,Low
AGR1079,Churu,Wheat,Rabi,Flowering,64,33.3,38.4,0.2,11.9,6.7,0,None,Low
AGR1080,Pali,Chickpea,Rabi,Vegetative,32,30.1,41.5,6.0,17.6,3.6,1,None,Low
AGR1081,Baran,Soybean,Kharif,Vegetative,50,36.3,53.3,16.6,29.5,7.9,0,None,Low
AGR1082,Bikaner,Wheat,Rabi,Maturity,81,23.0,70.2,13.3,40.3,26.1,1,Powdery Mildew,Medium
AGR1083,Bharatpur,Mustard,Rabi,Flowering,55,33.7,49.9,19.4,47.5,20.7,0,None,Low
AGR1084,Ajmer,Chickpea,Rabi,Maturity,90,32.1,54.6,13.3,37.3,11.6,0,None,Low
AGR1085,Pali,Chickpea,Rabi,Vegetative,22,31.0,42.6,6.0,25.2,10.4,1,None,Low
AGR1086,Bharatpur,Mustard,Rabi,Flowering,58,14.2,60.9,3.4,25.9,9.0,0,None,Low
AGR1087,Barmer,Bajra,Kharif,Vegetative,33,40.3,69.6,37.4,69.0,3.2,0,None,Low
AGR1088,Bikaner,Wheat,Rabi,Flowering,58,14.7,74.4,19.1,36.2,10.8,0,Powdery Mildew,Medium
AGR1089,Dungarpur,Maize,Kharif,Flowering,55,41.1,93.7,48.1,85.2,12.0,0,Common Rust,Medium
AGR1090,Hanumangarh,Wheat,Rabi,Vegetative,43,13.3,64.5,17.1,42.4,3.5,0,Powdery Mildew,Medium
AGR1091,Nagaur,Chickpea,Rabi,Maturity,97,29.2,31.0,12.1,26.5,9.3,0,None,Low
AGR1092,Jodhpur,Bajra,Kharif,Flowering,48,36.8,65.0,41.3,75.4,16.7,0,Ergot,Medium
AGR1093,Barmer,Bajra,Kharif,Vegetative,36,37.9,97.5,34.0,64.9,27.6,0,Ergot,Medium
AGR1094,Alwar,Mustard,Rabi,Flowering,61,8.8,48.6,2.7,20.9,7.3,0,None,Low
AGR1095,Bikaner,Wheat,Rabi,Flowering,62,30.6,31.8,13.0,19.8,15.9,0,None,Low
AGR1096,Sriganganagar,Wheat,Rabi,Flowering,69,23.2,56.1,19.8,39.5,3.7,0,Powdery Mildew,Medium
AGR1097,Hanumangarh,Wheat,Rabi,Flowering,75,16.4,63.9,17.3,39.6,11.3,0,Powdery Mildew,Medium
AGR1098,Bikaner,Wheat,Rabi,Maturity,98,31.6,52.9,10.1,32.3,1.0,0,None,Low
AGR1099,Baran,Soybean,Kharif,Seedling,6,33.0,84.0,5.7,35.8,8.6,0,None,Low
AGR1100,Tonk,Mustard,Rabi,Flowering,70,29.1,50.1,6.0,22.8,18.8,0,None,Low
AGR1101,Bikaner,Wheat,Rabi,Flowering,58,13.3,79.3,2.6,16.1,19.8,0,Powdery Mildew,Medium
AGR1102,Udaipur,Maize,Kharif,Vegetative,37,32.0,91.8,6.3,37.3,19.0,0,Common Rust,Medium
AGR1103,Ajmer,Chickpea,Rabi,Maturity,86,23.4,56.4,12.3,30.3,20.2,0,None,Low
AGR1104,Ajmer,Chickpea,Rabi,Flowering,75,33.3,35.0,0.5,18.1,22.6,0,None,Low
AGR1105,Udaipur,Maize,Kharif,Flowering,59,24.2,97.4,31.0,72.2,18.2,0,Turcicum Blight,High
AGR1106,Hanumangarh,Wheat,Rabi,Flowering,54,13.4,43.2,16.5,28.1,25.5,0,Powdery Mildew,Medium
AGR1107,Alwar,Mustard,Rabi,Maturity,83,34.5,40.9,3.4,19.3,1.6,0,None,Low
AGR1108,Kota,Soybean,Kharif,Vegetative,47,39.4,64.1,0.1,22.4,6.3,0,None,Low
AGR1109,Jodhpur,Bajra,Kharif,Seedling,5,28.8,97.6,26.2,63.4,5.7,0,Ergot,Medium
AGR1110,Sriganganagar,Wheat,Rabi,Maturity,110,17.0,48.2,0.5,17.1,3.8,0,None,Low
AGR1111,Baran,Soybean,Kharif,Maturity,83,35.9,55.8,11.5,33.7,9.8,1,None,Low
AGR1112,Sriganganagar,Wheat,Rabi,Vegetative,22,28.5,62.0,17.2,46.7,15.9,1,None,Low
AGR1113,Sriganganagar,Wheat,Rabi,Maturity,112,26.5,30.2,23.3,34.3,3.1,1,Powdery Mildew,Medium
AGR1114,Tonk,Mustard,Rabi,Maturity,83,19.0,72.4,10.9,30.3,26.5,1,White Rust,Medium
AGR1115,Nagaur,Bajra,Kharif,Flowering,65,31.4,92.0,40.5,80.1,27.5,0,Downy Mildew,High
AGR1116,Jodhpur,Bajra,Kharif,Flowering,43,40.5,93.1,36.6,62.4,10.3,0,Ergot,Medium
AGR1117,Bikaner,Wheat,Rabi,Maturity,92,10.9,67.9,24.5,53.0,20.3,0,None,Low
AGR1118,Ajmer,Chickpea,Rabi,Flowering,79,33.1,74.2,4.1,29.6,7.0,0,None,Low
AGR1119,Churu,Wheat,Rabi,Flowering,80,17.2,39.3,14.5,17.5,27.3,0,None,Low
AGR1120,Bikaner,Wheat,Rabi,Maturity,111,28.6,53.3,0.1,12.9,8.8,1,None,Low
AGR1121,Nagaur,Chickpea,Rabi,Vegetative,46,22.2,47.8,2.8,25.6,12.4,1,Wilt,Medium
AGR1122,Udaipur,Maize,Kharif,Flowering,67,27.1,93.6,5.1,26.9,1.4,0,Common Rust,Medium
AGR1123,Sikar,Chickpea,Rabi,Flowering,63,8.1,48.0,16.5,35.3,20.5,0,None,Low
AGR1124,Bundi,Soybean,Kharif,Maturity,98,31.1,82.8,18.0,41.4,18.7,0,None,Low
AGR1125,Jaisalmer,Bajra,Kharif,Seedling,3,22.8,68.8,39.5,64.5,22.5,1,Ergot,Medium
AGR1126,Jodhpur,Bajra,Kharif,Flowering,62,36.3,59.8,12.4,42.4,27.9,1,None,Low
AGR1127,Hanumangarh,Wheat,Rabi,Vegetative,21,10.8,39.9,3.3,16.5,9.2,1,None,Low
AGR1128,Alwar,Mustard,Rabi,Vegetative,37,13.7,57.4,11.9,34.1,25.2,0,None,Low
AGR1129,Tonk,Mustard,Rabi,Vegetative,28,8.9,47.6,14.9,31.6,16.9,0,None,Low
AGR1130,Hanumangarh,Wheat,Rabi,Maturity,103,21.0,74.9,1.6,16.8,22.8,0,None,Low
AGR1131,Nagaur,Bajra,Kharif,Vegetative,23,31.9,56.4,44.3,64.2,18.2,0,None,Low
AGR1132,Tonk,Mustard,Rabi,Maturity,88,12.4,31.9,3.5,19.7,17.0,1,None,Low
AGR1133,Churu,Wheat,Rabi,Flowering,67,12.8,42.4,0.6,14.2,20.2,1,Powdery Mildew,Medium
AGR1134,Hanumangarh,Wheat,Rabi,Flowering,79,29.9,73.8,3.2,22.1,25.3,0,None,Low
AGR1135,Nagaur,Bajra,Kharif,Vegetative,17,35.4,93.1,22.4,54.7,12.2,0,None,Low
AGR1136,Bikaner,Wheat,Rabi,Flowering,67,29.2,35.1,13.0,29.4,23.4,0,None,Low
AGR1137,Ajmer,Chickpea,Rabi,Flowering,63,30.4,82.6,17.5,48.1,5.8,1,Wilt,Medium
AGR1138,Bharatpur,Mustard,Rabi,Flowering,74,8.5,56.4,12.8,28.4,6.7,0,None,Low
AGR1139,Tonk,Mustard,Rabi,Flowering,63,11.4,62.2,19.1,33.7,27.8,0,White Rust,Medium
AGR1140,Jodhpur,Bajra,Kharif,Vegetative,36,37.2,88.1,30.8,61.4,27.6,0,Ergot,Medium
AGR1141,Baran,Soybean,Kharif,Flowering,66,34.8,91.3,47.3,89.7,26.0,0,Rust,High
AGR1142,Alwar,Mustard,Rabi,Vegetative,28,18.3,34.3,4.3,19.7,1.7,1,White Rust,Medium
AGR1143,Jodhpur,Bajra,Kharif,Vegetative,30,24.1,58.9,17.1,40.2,15.2,0,None,Low
AGR1144,Barmer,Bajra,Kharif,Maturity,75,36.2,60.1,33.6,57.5,19.7,0,None,Low
AGR1145,Sriganganagar,Wheat,Rabi,Flowering,71,23.1,79.7,2.8,24.7,5.0,0,Powdery Mildew,Medium
AGR1146,Ajmer,Chickpea,Rabi,Seedling,19,19.6,37.0,14.2,27.4,11.2,0,None,Low
AGR1147,Kota,Soybean,Kharif,Vegetative,45,27.7,58.2,16.8,41.5,17.0,1,Bacterial Pustule,Medium
AGR1148,Nagaur,Bajra,Kharif,Vegetative,37,33.5,57.9,6.2,29.9,0.7,0,None,Low
AGR1149,Ajmer,Chickpea,Rabi,Maturity,92,8.3,78.4,1.1,23.5,20.5,0,None,Low
AGR1150,Sikar,Chickpea,Rabi,Seedling,1,31.5,35.4,10.9,36.4,26.9,1,None,Low
AGR1151,Jodhpur,Bajra,Kharif,Vegetative,30,38.7,73.5,38.1,68.2,23.3,0,None,Low
AGR1152,Kota,Soybean,Kharif,Flowering,63,29.0,92.8,23.5,54.3,14.8,0,Bacterial Pustule,Medium
AGR1153,Jodhpur,Bajra,Kharif,Seedling,8,42.0,90.5,18.1,56.2,0.3,0,None,Low
AGR1154,Barmer,Bajra,Kharif,Vegetative,27,34.5,83.8,32.5,53.9,27.1,0,Ergot,Medium
AGR1155,Nagaur,Bajra,Kharif,Vegetative,23,39.3,71.5,3.1,27.6,13.3,1,None,Low
AGR1156,Bundi,Soybean,Kharif,Vegetative,39,35.8,79.2,26.9,55.7,13.1,1,Bacterial Pustule,Medium
AGR1157,Sriganganagar,Wheat,Rabi,Flowering,61,15.9,45.3,12.5,35.8,4.5,0,Powdery Mildew,Medium
AGR1158,Ajmer,Chickpea,Rabi,Flowering,51,17.2,47.8,14.7,35.0,1.9,0,Wilt,Medium
AGR1159,Pali,Chickpea,Rabi,Vegetative,49,30.4,60.9,16.8,39.1,19.7,0,None,Low
AGR1160,Hanumangarh,Wheat,Rabi,Maturity,120,15.9,55.9,23.9,48.8,21.5,0,None,Low
AGR1161,Baran,Soybean,Kharif,Maturity,86,41.4,85.8,8.8,31.0,1.8,0,None,Low
AGR1162,Churu,Wheat,Rabi,Vegetative,26,23.6,49.7,6.9,28.0,22.6,1,Powdery Mildew,Medium
AGR1163,Tonk,Mustard,Rabi,Seedling,18,17.9,47.4,21.2,32.9,23.7,0,None,Low
AGR1164,Nagaur,Bajra,Kharif,Flowering,49,29.1,90.0,42.5,79.8,11.9,0,Downy Mildew,High
AGR1165,Sriganganagar,Wheat,Rabi,Vegetative,39,9.8,30.1,13.1,24.9,9.6,0,None,Low
AGR1166,Bundi,Soybean,Kharif,Vegetative,37,41.9,87.1,38.1,63.0,26.7,0,Bacterial Pustule,Medium
AGR1167,Jhalawar,Soybean,Kharif,Vegetative,22,39.8,65.3,8.3,29.9,20.9,1,None,Low
AGR1168,Dausa,Mustard,Rabi,Flowering,64,18.2,56.0,15.8,37.2,25.4,0,White Rust,Medium
AGR1169,Hanumangarh,Wheat,Rabi,Flowering,77,19.3,73.1,6.7,26.7,19.5,0,Powdery Mildew,Medium
AGR1170,Churu,Wheat,Rabi,Flowering,69,8.0,77.9,0.8,19.3,20.0,1,Powdery Mildew,Medium
AGR1171,Jaisalmer,Bajra,Kharif,Vegetative,17,22.9,62.8,24.9,51.2,11.8,0,None,Low
AGR1172,Dungarpur,Maize,Kharif,Flowering,50,25.8,66.0,36.4,65.3,18.7,0,Common Rust,Medium
AGR1173,Nagaur,Bajra,Kharif,Maturity,69,23.4,85.9,2.7,30.1,15.2,0,Ergot,Medium
AGR1174,Sriganganagar,Wheat,Rabi,Vegetative,37,15.0,62.3,6.5,26.5,27.6,1,Powdery Mildew,Medium
AGR1175,Jaisalmer,Bajra,Kharif,Vegetative,28,28.2,61.6,13.9,32.3,25.1,1,None,Low
AGR1176,Bharatpur,Mustard,Rabi,Seedling,16,25.2,70.2,23.0,60.0,25.5,0,White Rust,Medium
AGR1177,Bundi,Soybean,Kharif,Flowering,73,36.8,59.5,42.2,67.0,5.7,0,None,Low
AGR1178,Bikaner,Wheat,Rabi,Vegetative,39,28.1,67.7,19.0,38.8,14.9,1,Powdery Mildew,Medium
AGR1179,Bundi,Soybean,Kharif,Vegetative,23,34.8,95.8,5.1,35.1,8.6,0,Bacterial Pustule,Medium
AGR1180,Bharatpur,Mustard,Rabi,Seedling,0,24.5,83.0,2.4,26.9,0.6,0,White Rust,Medium
AGR1181,Rajsamand,Maize,Kharif,Seedling,15,23.1,52.5,45.4,68.6,20.2,1,Common Rust,Medium
AGR1182,Bharatpur,Mustard,Rabi,Maturity,87,26.3,58.7,19.5,50.4,4.4,0,None,Low
AGR1183,Nagaur,Bajra,Kharif,Vegetative,31,29.8,73.5,5.5,23.0,11.7,0,None,Low
AGR1184,Sikar,Chickpea,Rabi,Flowering,56,16.5,32.0,3.4,13.9,21.4,1,Wilt,Medium
AGR1185,Sriganganagar,Wheat,Rabi,Seedling,8,8.5,81.4,2.2,21.7,22.4,0,None,Low
AGR1186,Nagaur,Chickpea,Rabi,Vegetative,44,32.3,81.8,21.7,47.9,8.1,0,Wilt,Medium
AGR1187,Jodhpur,Bajra,Kharif,Flowering,64,28.7,70.5,7.0,38.2,0.6,0,None,Low
AGR1188,Churu,Wheat,Rabi,Vegetative,33,31.5,60.5,15.2,37.8,26.0,0,None,Low
AGR1189,Bharatpur,Mustard,Rabi,Vegetative,22,26.0,68.0,19.7,45.4,3.3,0,White Rust,Medium
AGR1190,Nagaur,Bajra,Kharif,Vegetative,39,29.2,96.5,46.1,79.6,24.8,0,Ergot,Medium
AGR1191,Sriganganagar,Wheat,Rabi,Flowering,60,20.2,77.1,1.2,22.4,4.2,0,Powdery Mildew,Medium
AGR1192,Jaisalmer,Bajra,Kharif,Maturity,85,30.3,73.2,13.2,46.9,10.0,1,Ergot,Medium
AGR1193,Dausa,Mustard,Rabi,Flowering,55,12.4,56.9,19.8,43.3,18.5,0,White Rust,Medium
AGR1194,Jodhpur,Bajra,Kharif,Vegetative,39,24.2,73.4,34.9,62.2,14.8,1,Ergot,Medium
AGR1195,Sriganganagar,Wheat,Rabi,Maturity,107,18.6,64.2,24.2,50.5,2.7,1,Powdery Mildew,Medium
AGR1196,Nagaur,Chickpea,Rabi,Seedling,14,18.5,52.4,14.4,34.3,4.3,1,Wilt,Medium
AGR1197,Banswara,Maize,Kharif,Flowering,54,25.5,63.7,47.8,72.3,20.6,0,Common Rust,Medium
AGR1198,Rajsamand,Maize,Kharif,Flowering,60,35.2,89.2,6.4,32.6,24.1,1,Common Rust,Medium
AGR1199,Nagaur,Bajra,Kharif,Vegetative,33,33.9,66.1,40.8,80.1,22.5,0,Ergot,Medium
AGR1200,Sriganganagar,Wheat,Rabi,Maturity,103,30.8,36.4,24.2,41.9,26.9,0,None,Low
